Batch_ID,Level1,Level2,Samples,Samples_ID,Replicates_ID,Replicates,Concentrations,Date,Run date
exp151121,RAF,PROTAC conjugated,CCT196969,CCT196,CCT1961_001u_exp151121_run071221_25,4,1 uM,2021-11-15,2021-12-07
exp151121,RAF,PROTAC conjugated,CCT196969,CCT196,CCT1962_001u_exp151121_run071221_26,4,1 uM,2021-11-15,2021-12-07
exp151121,RAF,PROTAC conjugated,CCT196969,CCT196,CCT1963_001u_exp151121_run071221_27,4,1 uM,2021-11-15,2021-12-07
exp151121,RAF,PROTAC conjugated,CCT196969,CCT196,CCT1964_001u_exp151121_run071221_28,4,1 uM,2021-11-15,2021-12-07
exp130921,RAF,PROTAC conjugated,LY3009120,LY3009,LY30091_003u_exp130921_run290921_36,4,3 uM,2021-09-13,2021-09-29
exp130921,RAF,PROTAC conjugated,LY3009120,LY3009,LY30092_003u_exp130921_run290921_37,4,3 uM,2021-09-13,2021-09-29
exp130921,RAF,PROTAC conjugated,LY3009120,LY3009,LY30093_003u_exp130921_run290921_38,4,3 uM,2021-09-13,2021-09-29
exp130921,RAF,PROTAC conjugated,LY3009120,LY3009,LY30094_003u_exp130921_run290921_39,4,3 uM,2021-09-13,2021-09-29
exp151121,RAF,PROTAC conjugated,LY3009120,LY3009,LY30091_003u_exp151121_run071221_29,4,3 uM,2021-11-15,2021-12-07
exp151121,RAF,PROTAC conjugated,LY3009120,LY3009,LY30092_003u_exp151121_run071221_30,4,3 uM,2021-11-15,2021-12-07
exp151121,RAF,PROTAC conjugated,LY3009120,LY3009,LY30093_003u_exp151121_run071221_31,4,3 uM,2021-11-15,2021-12-07
exp151121,RAF,PROTAC conjugated,LY3009120,LY3009,LY30094_003u_exp151121_run071221_32,4,3 uM,2021-11-15,2021-12-07
exp151121,RAF,PROTAC conjugated,RAF265,RAF265,RAF2651_005u_exp151121_run071221_21,4,5 uM,2021-11-15,2021-12-07
exp151121,RAF,PROTAC conjugated,RAF265,RAF265,RAF2652_005u_exp151121_run071221_22,4,5 uM,2021-11-15,2021-12-07
exp151121,RAF,PROTAC conjugated,RAF265,RAF265,RAF2653_005u_exp151121_run071221_23,4,5 uM,2021-11-15,2021-12-07
exp151121,RAF,PROTAC conjugated,RAF265,RAF265,RAF2654_005u_exp151121_run071221_24,4,5 uM,2021-11-15,2021-12-07
exp070222,RAF,PROTAC conjugated,Vemurafenib,Vemura,Vemura1_007u_exp070222_run060522_01,4,7 uM,2022-02-07,2022-05-06
exp070222,RAF,PROTAC conjugated,Vemurafenib,Vemura,Vemura2_007u_exp070222_run060522_02,4,7 uM,2022-02-07,2022-05-06
exp070222,RAF,PROTAC conjugated,Vemurafenib,Vemura,Vemura3_007u_exp070222_run060522_03,4,7 uM,2022-02-07,2022-05-06
exp070222,RAF,PROTAC conjugated,Vemurafenib,Vemura,Vemura4_007u_exp070222_run060522_04,4,7 uM,2022-02-07,2022-05-06
exp010821,MEK,PROTAC conjugated,Trametinib,Tramet,Tramet1_030n_exp010821_run180821_11,4,30 nM,2021-08-01,2021-08-18
exp010821,MEK,PROTAC conjugated,Trametinib,Tramet,Tramet2_030n_exp010821_run180821_12,4,30 nM,2021-08-01,2021-08-18
exp010821,MEK,PROTAC conjugated,Trametinib,Tramet,Tramet3_030n_exp010821_run180821_13,4,30 nM,2021-08-01,2021-08-18
exp010821,MEK,PROTAC conjugated,Trametinib,Tramet,Tramet4_030n_exp010821_run180821_14,4,30 nM,2021-08-01,2021-08-18
exp040821,MEK,PROTAC conjugated,Trametinib,Tramet,Tramet1_030n_exp040821_run180821_33,4,30 nM,2021-08-04,2021-08-18
exp040821,MEK,PROTAC conjugated,Trametinib,Tramet,Tramet2_030n_exp040821_run180821_34,4,30 nM,2021-08-04,2021-08-18
exp040821,MEK,PROTAC conjugated,Trametinib,Tramet,Tramet3_030n_exp040821_run180821_35,4,30 nM,2021-08-04,2021-08-18
exp040821,MEK,PROTAC conjugated,Trametinib,Tramet,Tramet4_030n_exp040821_run180821_36,4,30 nM,2021-08-04,2021-08-18
exp151121,MEK,PROTAC conjugated,Trametinib,Tramet,Tramet1_040n_exp151121_run071221_05,4,40 nM,2021-11-15,2021-12-07
exp151121,MEK,PROTAC conjugated,Trametinib,Tramet,Tramet2_040n_exp151121_run071221_06,4,40 nM,2021-11-15,2021-12-07
exp151121,MEK,PROTAC conjugated,Trametinib,Tramet,Tramet3_040n_exp151121_run071221_07,4,40 nM,2021-11-15,2021-12-07
exp151121,MEK,PROTAC conjugated,Trametinib,Tramet,Tramet4_040n_exp151121_run071221_08,4,40 nM,2021-11-15,2021-12-07
exp151121,MEK,PROTAC conjugated,U0126-EtOH,U0126E,U0126E1_030u_exp151121_run071221_09,4,30 uM,2021-11-15,2021-12-07
exp151121,MEK,PROTAC conjugated,U0126-EtOH,U0126E,U0126E2_030u_exp151121_run071221_10,4,30 uM,2021-11-15,2021-12-07
exp151121,MEK,PROTAC conjugated,U0126-EtOH,U0126E,U0126E3_030u_exp151121_run071221_11,4,30 uM,2021-11-15,2021-12-07
exp151121,MEK,PROTAC conjugated,U0126-EtOH,U0126E,U0126E4_030u_exp151121_run071221_12,4,30 uM,2021-11-15,2021-12-07
exp010821,Chemotherapy,antifolate,Pemetrexed,Pemetr,Pemetr1_100n_exp010821_run180821_15,4,100 nM,2021-08-01,2021-08-18
exp010821,Chemotherapy,antifolate,Pemetrexed,Pemetr,Pemetr2_100n_exp010821_run180821_16,4,100 nM,2021-08-01,2021-08-18
exp010821,Chemotherapy,antifolate,Pemetrexed,Pemetr,Pemetr3_100n_exp010821_run180821_17,4,100 nM,2021-08-01,2021-08-18
exp010821,Chemotherapy,antifolate,Pemetrexed,Pemetr,Pemetr4_100n_exp010821_run180821_18,4,100 nM,2021-08-01,2021-08-18
exp040821,Chemotherapy,antifolate,Pemetrexed,Pemetr,Pemetr1_100n_exp040821_run180821_37,4,100 nM,2021-08-04,2021-08-18
exp040821,Chemotherapy,antifolate,Pemetrexed,Pemetr,Pemetr2_100n_exp040821_run180821_38,4,100 nM,2021-08-04,2021-08-18
exp040821,Chemotherapy,antifolate,Pemetrexed,Pemetr,Pemetr3_100n_exp040821_run180821_39,4,100 nM,2021-08-04,2021-08-18
exp040821,Chemotherapy,antifolate,Pemetrexed,Pemetr,Pemetr4_100n_exp040821_run180821_40,4,100 nM,2021-08-04,2021-08-18
exp181021,Chemotherapy,antifolate,Pemetrexed,Pemetr,Pemetr1_080n_exp181021_run251121_01,4,80 nM,2021-10-18,2021-11-25
exp181021,Chemotherapy,antifolate,Pemetrexed,Pemetr,Pemetr2_080n_exp181021_run251121_02,4,80 nM,2021-10-18,2021-11-25
exp181021,Chemotherapy,antifolate,Pemetrexed,Pemetr,Pemetr3_080n_exp181021_run251121_03,4,80 nM,2021-10-18,2021-11-25
exp181021,Chemotherapy,antifolate,Pemetrexed,Pemetr,Pemetr4_080n_exp181021_run251121_04,4,80 nM,2021-10-18,2021-11-25
exp220322,Chemotherapy,antifolate,Methotrexate,Methot,Methot1_040n_exp220322_run060522_33,4,40 nM,2022-03-22,2022-05-06
exp220322,Chemotherapy,antifolate,Methotrexate,Methot,Methot2_040n_exp220322_run060522_34,4,40 nM,2022-03-22,2022-05-06
exp220322,Chemotherapy,antifolate,Methotrexate,Methot,Methot3_040n_exp220322_run060522_35,4,40 nM,2022-03-22,2022-05-06
exp220322,Chemotherapy,antifolate,Methotrexate,Methot,Methot4_040n_exp220322_run060522_36,4,40 nM,2022-03-22,2022-05-06
exp220322,Chemotherapy,antifolate,Pralatrexate,Pralat,Pralat1_003n_exp220322_run060522_29,4,3 nM,2022-03-22,2022-05-06
exp220322,Chemotherapy,antifolate,Pralatrexate,Pralat,Pralat2_003n_exp220322_run060522_30,4,3 nM,2022-03-22,2022-05-06
exp220322,Chemotherapy,antifolate,Pralatrexate,Pralat,Pralat3_003n_exp220322_run060522_31,4,3 nM,2022-03-22,2022-05-06
exp220322,Chemotherapy,antifolate,Pralatrexate,Pralat,Pralat4_003n_exp220322_run060522_32,4,3 nM,2022-03-22,2022-05-06
exp300821,Chemotherapy,platinum,Cisplatin,Cispla,Cispla1_250n_exp300821_run290921_17,4,250 nM,2021-08-30,2021-09-29
exp300821,Chemotherapy,platinum,Cisplatin,Cispla,Cispla2_250n_exp300821_run290921_18,4,250 nM,2021-08-30,2021-09-29
exp300821,Chemotherapy,platinum,Cisplatin,Cispla,Cispla3_250n_exp300821_run290921_19,4,250 nM,2021-08-30,2021-09-29
exp300821,Chemotherapy,platinum,Cisplatin,Cispla,Cispla4_250n_exp300821_run290921_20,4,250 nM,2021-08-30,2021-09-29
exp181021,Chemotherapy,platinum,Cisplatin,Cispla,Cispla1_500n_exp181021_run251121_09,4,500 nM,2021-10-18,2021-11-25
exp181021,Chemotherapy,platinum,Cisplatin,Cispla,Cispla2_500n_exp181021_run251121_10,4,500 nM,2021-10-18,2021-11-25
exp181021,Chemotherapy,platinum,Cisplatin,Cispla,Cispla3_500n_exp181021_run251121_11,4,500 nM,2021-10-18,2021-11-25
exp181021,Chemotherapy,platinum,Cisplatin,Cispla,Cispla4_500n_exp181021_run251121_12,4,500 nM,2021-10-18,2021-11-25
exp070222,Chemotherapy,platinum,Oxaliplatin,Oxalip,Oxalip1_005u_exp070222_run060522_09,4,5 uM,2022-02-07,2022-05-06
exp070222,Chemotherapy,platinum,Oxaliplatin,Oxalip,Oxalip2_005u_exp070222_run060522_10,4,5 uM,2022-02-07,2022-05-06
exp070222,Chemotherapy,platinum,Oxaliplatin,Oxalip,Oxalip3_005u_exp070222_run060522_11,4,5 uM,2022-02-07,2022-05-06
exp070222,Chemotherapy,platinum,Oxaliplatin,Oxalip,Oxalip4_005u_exp070222_run060522_12,4,5 uM,2022-02-07,2022-05-06
exp070222,Chemotherapy,platinum,Carboplatin,Carbop,Carbop1_007u_exp070222_run060522_13,4,7 uM,2022-02-07,2022-05-06
exp070222,Chemotherapy,platinum,Carboplatin,Carbop,Carbop2_007u_exp070222_run060522_14,4,7 uM,2022-02-07,2022-05-06
exp070222,Chemotherapy,platinum,Carboplatin,Carbop,Carbop3_007u_exp070222_run060522_15,4,7 uM,2022-02-07,2022-05-06
exp070222,Chemotherapy,platinum,Carboplatin,Carbop,Carbop4_007u_exp070222_run060522_16,4,7 uM,2022-02-07,2022-05-06
exp181021,Chemotherapy,topoisomerase inhibitor,Doxorubicin,Doxoru,Doxoru1_080n_exp181021_run251121_05,4,80 nM,2021-10-18,2021-11-25
exp181021,Chemotherapy,topoisomerase inhibitor,Doxorubicin,Doxoru,Doxoru2_080n_exp181021_run251121_06,4,80 nM,2021-10-18,2021-11-25
exp181021,Chemotherapy,topoisomerase inhibitor,Doxorubicin,Doxoru,Doxoru3_080n_exp181021_run251121_07,4,80 nM,2021-10-18,2021-11-25
exp181021,Chemotherapy,topoisomerase inhibitor,Doxorubicin,Doxoru,Doxoru4_080n_exp181021_run251121_08,4,80 nM,2021-10-18,2021-11-25
exp151121,Chemotherapy,alkylating agent,Mitomycin C,Mitomy,Mitomy1_002x_exp151121_run071221_37,4,"0,02 µg/ml",2021-11-15,2021-12-07
exp151121,Chemotherapy,alkylating agent,Mitomycin C,Mitomy,Mitomy2_002x_exp151121_run071221_38,4,"0,02 µg/ml",2021-11-15,2021-12-07
exp151121,Chemotherapy,alkylating agent,Mitomycin C,Mitomy,Mitomy3_002x_exp151121_run071221_39,4,"0,02 µg/ml",2021-11-15,2021-12-07
exp151121,Chemotherapy,alkylating agent,Mitomycin C,Mitomy,Mitomy4_002x_exp151121_run071221_40,4,"0,02 µg/ml",2021-11-15,2021-12-07
exp070222,Chemotherapy,Pyrimidine antagonist,5Fluorouracil,5Fluor,5Fluor1_006u_exp070222_run060522_05,4,6 uM,2022-02-07,2022-05-06
exp070222,Chemotherapy,Pyrimidine antagonist,5Fluorouracil,5Fluor,5Fluor2_006u_exp070222_run060522_06,4,6 uM,2022-02-07,2022-05-06
exp070222,Chemotherapy,Pyrimidine antagonist,5Fluorouracil,5Fluor,5Fluor3_006u_exp070222_run060522_07,4,6 uM,2022-02-07,2022-05-06
exp070222,Chemotherapy,Pyrimidine antagonist,5Fluorouracil,5Fluor,5Fluor4_006u_exp070222_run060522_08,4,6 uM,2022-02-07,2022-05-06
exp220322,Chemotherapy,Mitotic inhibitors,Paclitaxel,Paclit,Paclit1_005n_exp220322_run060522_37,4,5 nM,2022-03-22,2022-05-06
exp220322,Chemotherapy,Mitotic inhibitors,Paclitaxel,Paclit,Paclit2_005n_exp220322_run060522_38,4,5 nM,2022-03-22,2022-05-06
exp220322,Chemotherapy,Mitotic inhibitors,Paclitaxel,Paclit,Paclit3_005n_exp220322_run060522_39,4,5 nM,2022-03-22,2022-05-06
exp220322,Chemotherapy,Mitotic inhibitors,Paclitaxel,Paclit,Paclit4_005n_exp220322_run060522_40,4,5 nM,2022-03-22,2022-05-06
exp130921,Epigenetics,DNMT inhibitor,5-Azacytidine,Azacyt,"Azacyt1_1,5u_exp130921_run290921_40",4,"1,5 uM",2021-09-13,2021-09-29
exp130921,Epigenetics,DNMT inhibitor,5-Azacytidine,Azacyt,"Azacyt2_1,5u_exp130921_run290921_41",4,"1,5 uM",2021-09-13,2021-09-29
exp130921,Epigenetics,DNMT inhibitor,5-Azacytidine,Azacyt,"Azacyt3_1,5u_exp130921_run290921_42",4,"1,5 uM",2021-09-13,2021-09-29
exp130921,Epigenetics,DNMT inhibitor,5-Azacytidine,Azacyt,"Azacyt4_1,5u_exp130921_run290921_43",4,"1,5 uM",2021-09-13,2021-09-29
exp130921,Epigenetics,HDAC inhibitors,Vorinostat,Vorino,Vorino1_002u_exp130921_run290921_44,4,2 uM,2021-09-13,2021-09-29
exp130921,Epigenetics,HDAC inhibitors,Vorinostat,Vorino,Vorino2_002u_exp130921_run290921_45,4,2 uM,2021-09-13,2021-09-29
exp130921,Epigenetics,HDAC inhibitors,Vorinostat,Vorino,Vorino3_002u_exp130921_run290921_46,4,2 uM,2021-09-13,2021-09-29
exp130921,Epigenetics,HDAC inhibitors,Vorinostat,Vorino,Vorino4_002u_exp130921_run290921_47,4,2 uM,2021-09-13,2021-09-29
exp181021,Epigenetics,HDAC inhibitors,Sodium phenylbutyrate,phenyl,phenyl1_002m_exp181021_run251121_25,4,2 mM,2021-10-18,2021-11-25
exp181021,Epigenetics,HDAC inhibitors,Sodium phenylbutyrate,phenyl,phenyl2_002m_exp181021_run251121_26,4,2 mM,2021-10-18,2021-11-25
exp181021,Epigenetics,HDAC inhibitors,Sodium phenylbutyrate,phenyl,phenyl3_002m_exp181021_run251121_27,4,2 mM,2021-10-18,2021-11-25
exp181021,Epigenetics,HDAC inhibitors,Sodium phenylbutyrate,phenyl,phenyl4_002m_exp181021_run251121_28,4,2 mM,2021-10-18,2021-11-25
exp181021,Epigenetics,EZH2 inhibitor,Tazemetostat,Tazeme,Tazeme1_040u_exp181021_run251121_21,4,40 uM,2021-10-18,2021-11-25
exp181021,Epigenetics,EZH2 inhibitor,Tazemetostat,Tazeme,Tazeme2_040u_exp181021_run251121_22,4,40 uM,2021-10-18,2021-11-25
exp181021,Epigenetics,EZH2 inhibitor,Tazemetostat,Tazeme,Tazeme3_040u_exp181021_run251121_23,4,40 uM,2021-10-18,2021-11-25
exp181021,Epigenetics,EZH2 inhibitor,Tazemetostat,Tazeme,Tazeme4_040u_exp181021_run251121_24,4,40 uM,2021-10-18,2021-11-25
exp151121,Multi-kinase inhibitors,"RAF, VEGFR2, VEGFR3, PDGFRβ, FLT3 and c-Kit",Sorafenib,Sorafe,Sorafe1_005u_exp151121_run071221_33,4,4 uM,2021-11-15,2021-12-07
exp151121,Multi-kinase inhibitors,"RAF, VEGFR2, VEGFR3, PDGFRβ, FLT3 and c-Kit",Sorafenib,Sorafe,Sorafe2_005u_exp151121_run071221_34,4,4 uM,2021-11-15,2021-12-07
exp151121,Multi-kinase inhibitors,"RAF, VEGFR2, VEGFR3, PDGFRβ, FLT3 and c-Kit",Sorafenib,Sorafe,Sorafe3_005u_exp151121_run071221_35,4,4 uM,2021-11-15,2021-12-07
exp151121,Multi-kinase inhibitors,"RAF, VEGFR2, VEGFR3, PDGFRβ, FLT3 and c-Kit",Sorafenib,Sorafe,Sorafe4_005u_exp151121_run071221_36,4,4 uM,2021-11-15,2021-12-07
exp181021,Multi-kinase inhibitors,"VEGFR1-3, FGFR1-4, PDGFR, KIT, and RET",Lenvatinib,Lenvat,Lenvat1_040u_exp181021_run251121_29,4,40 uM,2021-10-18,2021-11-25
exp181021,Multi-kinase inhibitors,"VEGFR1-3, FGFR1-4, PDGFR, KIT, and RET",Lenvatinib,Lenvat,Lenvat2_040u_exp181021_run251121_30,4,40 uM,2021-10-18,2021-11-25
exp181021,Multi-kinase inhibitors,"VEGFR1-3, FGFR1-4, PDGFR, KIT, and RET",Lenvatinib,Lenvat,Lenvat3_040u_exp181021_run251121_31,4,40 uM,2021-10-18,2021-11-25
exp181021,Multi-kinase inhibitors,"VEGFR1-3, FGFR1-4, PDGFR, KIT, and RET",Lenvatinib,Lenvat,Lenvat4_040u_exp181021_run251121_32,4,40 uM,2021-10-18,2021-11-25
